"activity" "subject" "measurement" "mean"
"SITTING" 12 "freq.BodyAcc.mean.X" -0.498119157841045
"SITTING" 13 "freq.BodyAcc.mean.X" -0.638817912651682
"SITTING" 17 "freq.BodyAcc.mean.X" -0.600723904619781
"SITTING" 18 "freq.BodyAcc.mean.X" -0.990052909
"SITTING" 19 "freq.BodyAcc.mean.X" -0.587050355097528
"SITTING" 21 "freq.BodyAcc.mean.X" -0.693486097144118
"SITTING" 22 "freq.BodyAcc.mean.X" -0.672665603776768
"STANDING" 18 "freq.BodyAcc.mean.X" -0.689453051047904
"STANDING" 20 "freq.BodyAcc.mean.X" -0.645734537631313
"STANDING" 22 "freq.BodyAcc.mean.X" -0.469793729799187
"STANDING" 23 "freq.BodyAcc.mean.X" -0.599080886430645
"STANDING" 25 "freq.BodyAcc.mean.X" -0.748416509682152
"STANDING" 26 "freq.BodyAcc.mean.X" -0.65109030186199
"STANDING" 27 "freq.BodyAcc.mean.X" -0.990202906025641
"WALKING" 1 "freq.BodyAcc.mean.X" -0.531895161258213
"WALKING" 2 "freq.BodyAcc.mean.X" -0.57377091142947
"WALKING" 3 "freq.BodyAcc.mean.X" -0.625733289873607
"WALKING" 4 "freq.BodyAcc.mean.X" -0.698994344226804
"WALKING" 5 "freq.BodyAcc.mean.X" -0.55123770513245
"WALKING" 6 "freq.BodyAcc.mean.X" -0.646620302652542
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.mean.X" -0.418694276739316
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.mean.X" -0.637131722208064
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.mean.X" -0.503578578393852
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.mean.X" -0.583772317445122
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.mean.X" -0.700885147341803
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.mean.X" -0.992157217708333
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.mean.X" -0.518103409715447
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.mean.X" -0.133757972988764
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.mean.X" -0.593011288564935
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.mean.X" -0.581831414648399
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.mean.X" -0.579258404408681
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.mean.X" -0.975310696833333
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.mean.X" -0.619524028324684
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.mean.X" -0.977590046582278
"LAYING" 20 "freq.BodyAcc.mean.Y" -0.324959680379103
"LAYING" 24 "freq.BodyAcc.mean.Y" -0.611509042586877
"LAYING" 27 "freq.BodyAcc.mean.Y" -0.553874359468121
"LAYING" 28 "freq.BodyAcc.mean.Y" -0.584932500113874
"LAYING" 29 "freq.BodyAcc.mean.Y" -0.587686308146221
"LAYING" 30 "freq.BodyAcc.mean.Y" -0.55849001001906
"SITTING" 12 "freq.BodyAcc.mean.Y" -0.392694131024627
"SITTING" 13 "freq.BodyAcc.mean.Y" -0.493467193137125
"SITTING" 17 "freq.BodyAcc.mean.Y" -0.545947390043031
"SITTING" 18 "freq.BodyAcc.mean.Y" -0.949811015333333
"SITTING" 19 "freq.BodyAcc.mean.Y" -0.521888076609778
"SITTING" 21 "freq.BodyAcc.mean.Y" -0.59377821414902
"SITTING" 22 "freq.BodyAcc.mean.Y" -0.606166993241414
"STANDING" 18 "freq.BodyAcc.mean.Y" -0.637957449640719
"STANDING" 20 "freq.BodyAcc.mean.Y" -0.506320391156566
"STANDING" 22 "freq.BodyAcc.mean.Y" -0.350425993027642
"STANDING" 23 "freq.BodyAcc.mean.Y" -0.548483208943548
"STANDING" 25 "freq.BodyAcc.mean.Y" -0.600027697242054
"STANDING" 26 "freq.BodyAcc.mean.Y" -0.610425833240306
"STANDING" 27 "freq.BodyAcc.mean.Y" -0.975155754871795
"WALKING" 1 "freq.BodyAcc.mean.Y" -0.406435448904438
"WALKING" 2 "freq.BodyAcc.mean.Y" -0.432566581302351
"WALKING" 3 "freq.BodyAcc.mean.Y" -0.501779938505279
"WALKING" 4 "freq.BodyAcc.mean.Y" -0.610966605674742
"WALKING" 5 "freq.BodyAcc.mean.Y" -0.440232431795033
"WALKING" 6 "freq.BodyAcc.mean.Y" -0.578355099619068
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.mean.Y" -0.380394009936325
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.mean.Y" -0.617370170090323
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.mean.Y" -0.292774738243033
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.mean.Y" -0.507735205778384
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.mean.Y" -0.671572147098798
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.mean.Y" -0.973701284375
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.mean.Y" -0.391561268041463
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.mean.Y" 0.102003878820225
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.mean.Y" -0.563547785174026
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.mean.Y" -0.374944236206406
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.mean.Y" -0.610267804090278
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.mean.Y" -0.940255585
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.mean.Y" -0.531455265662532
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.mean.Y" -0.957021698227848
"LAYING" 20 "freq.BodyAcc.mean.Z" -0.67195587225
"LAYING" 24 "freq.BodyAcc.mean.Z" -0.65585899482231
"LAYING" 27 "freq.BodyAcc.mean.Z" -0.646548247644295
"LAYING" 28 "freq.BodyAcc.mean.Z" -0.715134474431937
"LAYING" 29 "freq.BodyAcc.mean.Z" -0.680547675465116
"LAYING" 30 "freq.BodyAcc.mean.Z" -0.634958546900783
"SITTING" 12 "freq.BodyAcc.mean.Z" -0.75610207
"SITTING" 13 "freq.BodyAcc.mean.Z" -0.629736258731804
"SITTING" 17 "freq.BodyAcc.mean.Z" -0.67938986181875
"SITTING" 18 "freq.BodyAcc.mean.Z" -0.972738081666667
"SITTING" 19 "freq.BodyAcc.mean.Z" -0.647026298284028
"SITTING" 21 "freq.BodyAcc.mean.Z" -0.707713799021814
"SITTING" 22 "freq.BodyAcc.mean.Z" -0.750810842838384
"STANDING" 18 "freq.BodyAcc.mean.Z" -0.742231387634731
"STANDING" 20 "freq.BodyAcc.mean.Z" -0.659532033916162
"STANDING" 22 "freq.BodyAcc.mean.Z" -0.58511773696748
"STANDING" 23 "freq.BodyAcc.mean.Z" -0.49021281618414
"STANDING" 25 "freq.BodyAcc.mean.Z" -0.738509947579462
"STANDING" 26 "freq.BodyAcc.mean.Z" -0.724046087155612
"STANDING" 27 "freq.BodyAcc.mean.Z" -0.978848418461538
"WALKING" 1 "freq.BodyAcc.mean.Z" -0.596411165253602
"WALKING" 2 "freq.BodyAcc.mean.Z" -0.630081222124834
"WALKING" 3 "freq.BodyAcc.mean.Z" -0.699656828592375
"WALKING" 4 "freq.BodyAcc.mean.Z" -0.784964119020619
"WALKING" 5 "freq.BodyAcc.mean.Z" -0.696171811490066
"WALKING" 6 "freq.BodyAcc.mean.Z" -0.814738365169491
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.mean.Z" -0.572754894505128
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.mean.Z" -0.705415178817204
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.mean.Z" -0.272591149659836
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.mean.Z" -0.741745724698171
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.mean.Z" -0.660989948160437
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.mean.Z" -0.982664512083333
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.mean.Z" -0.708346275365854
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.mean.Z" -0.336322224157303
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.mean.Z" -0.531005941495552
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.mean.Z" -0.550979388719929
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.mean.Z" -0.592119122804271
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.mean.Z" -0.976061050166667
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.mean.Z" -0.750026145791139
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.mean.Z" -0.959720590506329
"LAYING" 20 "freq.BodyAcc.std.X" -0.538561223491667
"LAYING" 24 "freq.BodyAcc.std.X" -0.664356691751496
"LAYING" 27 "freq.BodyAcc.std.X" -0.566781295338926
"LAYING" 28 "freq.BodyAcc.std.X" -0.647807192984293
"LAYING" 29 "freq.BodyAcc.std.X" -0.5727879490375
"LAYING" 30 "freq.BodyAcc.std.X" -0.609238911508407
"SITTING" 12 "freq.BodyAcc.std.X" -0.514152324191791
"SITTING" 13 "freq.BodyAcc.std.X" -0.620602036452599
"SITTING" 17 "freq.BodyAcc.std.X" -0.533671600249375
"SITTING" 18 "freq.BodyAcc.std.X" -0.992469808333333
"SITTING" 19 "freq.BodyAcc.std.X" -0.5708979748225
"SITTING" 21 "freq.BodyAcc.std.X" -0.665349663426471
"SITTING" 22 "freq.BodyAcc.std.X" -0.617357217010101
"STANDING" 18 "freq.BodyAcc.std.X" -0.660489537904192
"STANDING" 20 "freq.BodyAcc.std.X" -0.654036248306667
"STANDING" 22 "freq.BodyAcc.std.X" -0.386658942001626
"STANDING" 23 "freq.BodyAcc.std.X" -0.633839114436559
"STANDING" 25 "freq.BodyAcc.std.X" -0.705223686579951
"STANDING" 26 "freq.BodyAcc.std.X" -0.61349959767602
"STANDING" 27 "freq.BodyAcc.std.X" -0.990398788205128
"WALKING" 1 "freq.BodyAcc.std.X" -0.553060616663401
"WALKING" 2 "freq.BodyAcc.std.X" -0.619788102803311
"WALKING" 3 "freq.BodyAcc.std.X" -0.623805015199413
"WALKING" 4 "freq.BodyAcc.std.X" -0.679316495457474
"WALKING" 5 "freq.BodyAcc.std.X" -0.492829885748675
"WALKING" 6 "freq.BodyAcc.std.X" -0.649772161629703
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.std.X" -0.429098457335897
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.std.X" -0.639348459586021
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.std.X" -0.491090578268648
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.std.X" -0.547150855443902
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.std.X" -0.656969045058415
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.std.X" -0.992433994583333
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.std.X" -0.468588371045528
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.std.X" -0.127245614919101
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.std.X" -0.572347541484091
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.std.X" -0.585343460535587
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.std.X" -0.547995744907986
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.std.X" -0.978249844833333
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.std.X" -0.579491754749367
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.std.X" -0.974837439746835
"LAYING" 20 "freq.BodyAcc.std.Y" -0.273948137371154
"LAYING" 24 "freq.BodyAcc.std.Y" -0.594676790059055
"LAYING" 27 "freq.BodyAcc.std.Y" -0.565176644248322
"LAYING" 28 "freq.BodyAcc.std.Y" -0.595110472615916
"LAYING" 29 "freq.BodyAcc.std.Y" -0.630978844851831
"LAYING" 30 "freq.BodyAcc.std.Y" -0.531321491840992
"SITTING" 12 "freq.BodyAcc.std.Y" -0.444910001659702
"SITTING" 13 "freq.BodyAcc.std.Y" -0.462584458627829
"SITTING" 17 "freq.BodyAcc.std.Y" -0.519062339910625
"SITTING" 18 "freq.BodyAcc.std.Y" -0.937087901
"SITTING" 19 "freq.BodyAcc.std.Y" -0.530901585022361
"SITTING" 21 "freq.BodyAcc.std.Y" -0.578748586831863
"SITTING" 22 "freq.BodyAcc.std.Y" -0.613102962343434
"STANDING" 18 "freq.BodyAcc.std.Y" -0.605510423961078
"STANDING" 20 "freq.BodyAcc.std.Y" -0.466298670467677
"STANDING" 22 "freq.BodyAcc.std.Y" -0.358594356956098
"STANDING" 23 "freq.BodyAcc.std.Y" -0.554471679592177
"STANDING" 25 "freq.BodyAcc.std.Y" -0.529064652290954
"STANDING" 26 "freq.BodyAcc.std.Y" -0.600274809826275
"STANDING" 27 "freq.BodyAcc.std.Y" -0.971690637564103
"WALKING" 1 "freq.BodyAcc.std.Y" -0.390150939647061
"WALKING" 2 "freq.BodyAcc.std.Y" -0.464723862913245
"WALKING" 3 "freq.BodyAcc.std.Y" -0.502753639795894
"WALKING" 4 "freq.BodyAcc.std.Y" -0.60587907902268
"WALKING" 5 "freq.BodyAcc.std.Y" -0.422162171100331
"WALKING" 6 "freq.BodyAcc.std.Y" -0.568609162121059
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.std.Y" -0.430554427691538
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.std.Y" -0.63100314140914
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.std.Y" -0.194161740892213
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.std.Y" -0.501568435233384
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.std.Y" -0.661844530506831
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.std.Y" -0.962714830416667
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.std.Y" -0.422334649479756
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.std.Y" 0.0592301040449438
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.std.Y" -0.567046977262987
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.std.Y" -0.378656458967972
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.std.Y" -0.586766083232639
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.std.Y" -0.928300078783333
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.std.Y" -0.502570240243354
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.std.Y" -0.941020529113924
"LAYING" 20 "freq.BodyAcc.std.Z" -0.65088931224359
"LAYING" 24 "freq.BodyAcc.std.Z" -0.655360521446194
"LAYING" 27 "freq.BodyAcc.std.Z" -0.620141790812081
"LAYING" 28 "freq.BodyAcc.std.Z" -0.695767279528796
"LAYING" 29 "freq.BodyAcc.std.Z" -0.602550925183721
"LAYING" 30 "freq.BodyAcc.std.Z" -0.506570361273995
"SITTING" 12 "freq.BodyAcc.std.Z" -0.728469606492537
"SITTING" 13 "freq.BodyAcc.std.Z" -0.599036895271407
"SITTING" 17 "freq.BodyAcc.std.Z" -0.609007944529688
"SITTING" 18 "freq.BodyAcc.std.Z" -0.943508302333333
"SITTING" 19 "freq.BodyAcc.std.Z" -0.680291382637222
"SITTING" 21 "freq.BodyAcc.std.Z" -0.675588192778676
"SITTING" 22 "freq.BodyAcc.std.Z" -0.724294244810606
"STANDING" 18 "freq.BodyAcc.std.Z" -0.672541676278443
"STANDING" 20 "freq.BodyAcc.std.Z" -0.644857545959596
"STANDING" 22 "freq.BodyAcc.std.Z" -0.57089997098374
"STANDING" 23 "freq.BodyAcc.std.Z" -0.474767543716048
"STANDING" 25 "freq.BodyAcc.std.Z" -0.630224637674572
"STANDING" 26 "freq.BodyAcc.std.Z" -0.718490475765306
"STANDING" 27 "freq.BodyAcc.std.Z" -0.967165568461538
"WALKING" 1 "freq.BodyAcc.std.Z" -0.498583091676081
"WALKING" 2 "freq.BodyAcc.std.Z" -0.600678614835099
"WALKING" 3 "freq.BodyAcc.std.Z" -0.657443765803519
"WALKING" 4 "freq.BodyAcc.std.Z" -0.739920171907216
"WALKING" 5 "freq.BodyAcc.std.Z" -0.649351210748344
"WALKING" 6 "freq.BodyAcc.std.Z" -0.793153623220339
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.std.Z" -0.537241875010256
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.std.Z" -0.696665096612903
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.std.Z" -0.0598352898007787
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.std.Z" -0.711431340356707
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.std.Z" -0.605646725307104
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.std.Z" -0.974056181875
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.std.Z" -0.659623483821138
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.std.Z" -0.432409407539326
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.std.Z" -0.460792123277305
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.std.Z" -0.513206312959075
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.std.Z" -0.501074006965903
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.std.Z" -0.971528370666667
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.std.Z" -0.652095671108544
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.std.Z" -0.939615462658228
"LAYING" 20 "freq.BodyAcc.meanFreq.X" -0.273541700883974
"LAYING" 24 "freq.BodyAcc.meanFreq.X" -0.263352298517585
"LAYING" 27 "freq.BodyAcc.meanFreq.X" -0.216131719939933
"LAYING" 28 "freq.BodyAcc.meanFreq.X" -0.217894722988743
"LAYING" 29 "freq.BodyAcc.meanFreq.X" -0.165350787567733
"LAYING" 30 "freq.BodyAcc.meanFreq.X" -0.302775397984856
"SITTING" 12 "freq.BodyAcc.meanFreq.X" -0.188475319269179
"SITTING" 13 "freq.BodyAcc.meanFreq.X" -0.222056646711315
"SITTING" 17 "freq.BodyAcc.meanFreq.X" -0.256068433214375
"SITTING" 18 "freq.BodyAcc.meanFreq.X" -0.0377801750666667
"SITTING" 19 "freq.BodyAcc.meanFreq.X" -0.212433282953944
"SITTING" 21 "freq.BodyAcc.meanFreq.X" -0.230976168156039
"SITTING" 22 "freq.BodyAcc.meanFreq.X" -0.131892357275758
"STANDING" 18 "freq.BodyAcc.meanFreq.X" -0.225782780243931
"STANDING" 20 "freq.BodyAcc.meanFreq.X" -0.192436788947475
"STANDING" 22 "freq.BodyAcc.meanFreq.X" -0.260134797944057
"STANDING" 23 "freq.BodyAcc.meanFreq.X" -0.20872442068086
"STANDING" 25 "freq.BodyAcc.meanFreq.X" -0.306657190525183
"STANDING" 26 "freq.BodyAcc.meanFreq.X" -0.222545825808673
"STANDING" 27 "freq.BodyAcc.meanFreq.X" 0.00478001959230769
"WALKING" 1 "freq.BodyAcc.meanFreq.X" -0.180558714010749
"WALKING" 2 "freq.BodyAcc.meanFreq.X" -0.106763418901788
"WALKING" 3 "freq.BodyAcc.meanFreq.X" -0.192817340495308
"WALKING" 4 "freq.BodyAcc.meanFreq.X" -0.15574790130299
"WALKING" 5 "freq.BodyAcc.meanFreq.X" -0.226370689942053
"WALKING" 6 "freq.BodyAcc.meanFreq.X" -0.139166303662712
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.meanFreq.X" -0.198237467184402
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.meanFreq.X" -0.180325464786559
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.meanFreq.X" -0.34885362172541
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.meanFreq.X" -0.218637119967988
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.meanFreq.X" -0.238570460241803
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.meanFreq.X" -0.02778538428125
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.meanFreq.X" -0.229896701265041
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.meanFreq.X" -0.330407854494382
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.meanFreq.X" -0.311790512382468
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.meanFreq.X" -0.216022261686477
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.meanFreq.X" -0.291349229752569
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.meanFreq.X" 0.00798704466166666
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.meanFreq.X" -0.224360420717722
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.meanFreq.X" -0.227493608175949
"LAYING" 20 "freq.BodyAcc.meanFreq.Y" 0.040394045223718
"LAYING" 24 "freq.BodyAcc.meanFreq.Y" -0.0176079240963255
"LAYING" 27 "freq.BodyAcc.meanFreq.Y" 0.0858186568151678
"LAYING" 28 "freq.BodyAcc.meanFreq.Y" -0.0652270030997382
"LAYING" 29 "freq.BodyAcc.meanFreq.Y" 0.128076957523023
"LAYING" 30 "freq.BodyAcc.meanFreq.Y" -0.0844208556775196
"SITTING" 12 "freq.BodyAcc.meanFreq.Y" 0.102421127053731
"SITTING" 13 "freq.BodyAcc.meanFreq.Y" -0.0348311463927523
"SITTING" 17 "freq.BodyAcc.meanFreq.Y" -0.00441841828840625
"SITTING" 18 "freq.BodyAcc.meanFreq.Y" -0.0957290482
"SITTING" 19 "freq.BodyAcc.meanFreq.Y" 0.0703873634217222
"SITTING" 21 "freq.BodyAcc.meanFreq.Y" 0.0412761403403333
"SITTING" 22 "freq.BodyAcc.meanFreq.Y" 0.0276203708297475
"STANDING" 18 "freq.BodyAcc.meanFreq.Y" 0.0240758218553892
"STANDING" 20 "freq.BodyAcc.meanFreq.Y" -0.0522809912542424
"STANDING" 22 "freq.BodyAcc.meanFreq.Y" 0.0526188638219512
"STANDING" 23 "freq.BodyAcc.meanFreq.Y" 0.0297877248998253
"STANDING" 25 "freq.BodyAcc.meanFreq.Y" -0.108650116189389
"STANDING" 26 "freq.BodyAcc.meanFreq.Y" 0.0360382137913265
"STANDING" 27 "freq.BodyAcc.meanFreq.Y" 0.134732177860513
"WALKING" 1 "freq.BodyAcc.meanFreq.Y" 0.0576291646962536
"WALKING" 2 "freq.BodyAcc.meanFreq.Y" 0.105734176023146
"WALKING" 3 "freq.BodyAcc.meanFreq.Y" 0.0389282523284457
"WALKING" 4 "freq.BodyAcc.meanFreq.Y" 0.0520271215242268
"WALKING" 5 "freq.BodyAcc.meanFreq.Y" 0.0748636861897351
"WALKING" 6 "freq.BodyAcc.meanFreq.Y" 0.0503880064949576
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.meanFreq.Y" 0.088899044042735
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.meanFreq.Y" 0.00270278789193548
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.meanFreq.Y" -0.164564952463934
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.meanFreq.Y" 0.0505085375937378
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.meanFreq.Y" -0.0276434719766667
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.meanFreq.Y" 0.0700889126375
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.meanFreq.Y" 0.136415181912195
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.meanFreq.Y" 0.0818782474368539
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.meanFreq.Y" -0.0300713296399351
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.meanFreq.Y" 0.0263297524124555
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.meanFreq.Y" -0.0879003298041667
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.meanFreq.Y" 0.11787740315
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.meanFreq.Y" 0.0318551463759494
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.meanFreq.Y" -0.117621832434177
"LAYING" 20 "freq.BodyAcc.meanFreq.Z" 0.0964331545981603
"LAYING" 24 "freq.BodyAcc.meanFreq.Z" 0.0812580797481102
"LAYING" 27 "freq.BodyAcc.meanFreq.Z" 0.128265826486913
"LAYING" 28 "freq.BodyAcc.meanFreq.Z" 0.0189878861753927
"LAYING" 29 "freq.BodyAcc.meanFreq.Z" 0.0886270605992151
"LAYING" 30 "freq.BodyAcc.meanFreq.Z" -0.0415480598651175
"SITTING" 12 "freq.BodyAcc.meanFreq.Z" 0.0531374202022388
"SITTING" 13 "freq.BodyAcc.meanFreq.Z" 0.0487260271941896
"SITTING" 17 "freq.BodyAcc.meanFreq.Z" -0.015670789182375
"SITTING" 18 "freq.BodyAcc.meanFreq.Z" -0.109919200726667
"SITTING" 19 "freq.BodyAcc.meanFreq.Z" 0.160383893888278
"SITTING" 21 "freq.BodyAcc.meanFreq.Z" 0.0495520452825172
"SITTING" 22 "freq.BodyAcc.meanFreq.Z" 0.074279722880303
"STANDING" 18 "freq.BodyAcc.meanFreq.Z" 0.0124661629920389
"STANDING" 20 "freq.BodyAcc.meanFreq.Z" 0.0634081553843434
"STANDING" 22 "freq.BodyAcc.meanFreq.Z" 0.0908512663406504
"STANDING" 23 "freq.BodyAcc.meanFreq.Z" 0.0899843792518548
"STANDING" 25 "freq.BodyAcc.meanFreq.Z" -0.0744502098628851
"STANDING" 26 "freq.BodyAcc.meanFreq.Z" 0.142429401875406
"STANDING" 27 "freq.BodyAcc.meanFreq.Z" 0.152116918871795
"WALKING" 1 "freq.BodyAcc.meanFreq.Z" 0.0583692776609798
"WALKING" 2 "freq.BodyAcc.meanFreq.Z" 0.087210586428
"WALKING" 3 "freq.BodyAcc.meanFreq.Z" 0.00447261449052786
"WALKING" 4 "freq.BodyAcc.meanFreq.Z" -0.0138445406976804
"WALKING" 5 "freq.BodyAcc.meanFreq.Z" 0.0062663175707947
"WALKING" 6 "freq.BodyAcc.meanFreq.Z" 0.0484582531687712
"WALKING_DOWNSTAIRS" 10 "freq.BodyAcc.meanFreq.Z" 0.126955803301549
"WALKING_DOWNSTAIRS" 12 "freq.BodyAcc.meanFreq.Z" 0.0802747388301075
"WALKING_DOWNSTAIRS" 14 "freq.BodyAcc.meanFreq.Z" -0.140595245544672
"WALKING_DOWNSTAIRS" 15 "freq.BodyAcc.meanFreq.Z" 0.0424519595017988
"WALKING_DOWNSTAIRS" 16 "freq.BodyAcc.meanFreq.Z" 0.0278234635724863
"WALKING_DOWNSTAIRS" 17 "freq.BodyAcc.meanFreq.Z" 0.162404006166667
"WALKING_UPSTAIRS" 4 "freq.BodyAcc.meanFreq.Z" -0.0204555236743252
"WALKING_UPSTAIRS" 6 "freq.BodyAcc.meanFreq.Z" 0.284312710910112
"WALKING_UPSTAIRS" 7 "freq.BodyAcc.meanFreq.Z" 0.0146620852844481
"WALKING_UPSTAIRS" 8 "freq.BodyAcc.meanFreq.Z" 0.0913951982033452
"WALKING_UPSTAIRS" 9 "freq.BodyAcc.meanFreq.Z" -0.0304334227664236
"WALKING_UPSTAIRS" 10 "freq.BodyAcc.meanFreq.Z" 0.24323874364
"WALKING_UPSTAIRS" 11 "freq.BodyAcc.meanFreq.Z" 0.0502783009075316
"WALKING_UPSTAIRS" 14 "freq.BodyAcc.meanFreq.Z" -0.0066894787
"LAYING" 20 "freq.BodyAccJerk.mean.X" -0.624523279069231
"LAYING" 24 "freq.BodyAccJerk.mean.X" -0.752245372493438
"LAYING" 27 "freq.BodyAccJerk.mean.X" -0.641991780991611
"LAYING" 28 "freq.BodyAccJerk.mean.X" -0.686723799059424
"LAYING" 29 "freq.BodyAccJerk.mean.X" -0.629875853152035
